t,VarX_0.003,meanX_0.003,VarX_0.01,meanX_0.01,VarX_0.03,meanX_0.03,VarX_0.1,meanX_0.1,VarA1,meanA1
4358,1.62275959845616e-06,-2.14629584549316e-06,1.80881292280758e-05,-7.36974089369647e-06,0.000163960660727787,-2.37422720191774e-05,0.00186241649816445,-6.8590587670624e-05,0.180117206457403,-0.000716740749141007
4359,1.62325984709376e-06,-2.1300178776373e-06,1.80937242225867e-05,-7.32038081010826e-06,0.000164011417987514,-2.36471822338426e-05,0.00186304430211144,-6.91313588690418e-05,0.18017280674586,-0.000711120885362687
4360,1.62354474393906e-06,-2.16571041368886e-06,1.80970099945103e-05,-7.44134986830466e-06,0.000164046108626615,-2.40147763898953e-05,0.00186362830449989,-7.03710998048528e-05,0.180203949780276,-0.000722922102470504
4361,1.62412926612483e-06,-2.1758187488475e-06,1.81036113683818e-05,-7.47624914668287e-06,0.000164108614075762,-2.41326654706742e-05,0.00186442640958184,-7.1093873771254e-05,0.180268408885987,-0.000726241337943125
4362,1.62467419684815e-06,-2.15601678892372e-06,1.81097383736982e-05,-7.41014282479563e-06,0.000164165904630128,-2.39354404468876e-05,0.00186526763517587,-7.05498118589089e-05,0.180328564971488,-0.000719648627884215
4363,1.62538588628459e-06,-2.15388266678131e-06,1.81178062975105e-05,-7.40343845840531e-06,0.000164242930748275,-2.39177829103789e-05,0.00186633162578581,-7.04940375044338e-05,0.180406942508298,-0.000718918932230888
4364,1.62621104480212e-06,-2.14391258874568e-06,1.81271610119899e-05,-7.37166221426614e-06,0.000164332093181077,-2.38368911190045e-05,0.00186754479579939,-7.04435310035975e-05,0.180497785869219,-0.000715542465939344
4365,1.62570876214614e-06,-2.08328561536946e-06,1.81214378442384e-05,-7.16794033933095e-06,0.000164276481875138,-2.32157778283815e-05,0.00186671037310646,-6.8288183920141e-05,0.18044255806495,-0.000695405980952518
4366,1.62587012889936e-06,-2.07998924030661e-06,1.81230982097105e-05,-7.15536729697604e-06,0.000164291174919264,-2.31861432754958e-05,0.00186667207376609,-6.82145957915586e-05,0.1804610426331,-0.000694381361829444
4367,1.62541912093664e-06,-2.09045705563858e-06,1.81179868378686e-05,-7.19240344275547e-06,0.000164243996831023,-2.33313994736934e-05,0.00186623456724656,-6.90617625975766e-05,0.180411399993334,-0.000697798872483334
4368,1.62530196190258e-06,-2.10831586633898e-06,1.81167323863952e-05,-7.25143760845444e-06,0.000164236532552485,-2.34959186179022e-05,0.00186616310078456,-6.94160719823371e-05,0.180398251004517,-0.000703762088060017
4369,1.62568102895843e-06,-2.15892171923334e-06,1.81208492953616e-05,-7.42046877104153e-06,0.0001642720405773,-2.40100312359553e-05,0.00186677931313882,-7.07684675019158e-05,0.180440799994429,-0.000720605756649585
4370,1.62598520350387e-06,-2.17712211050873e-06,1.81244633049593e-05,-7.47927637409901e-06,0.000164311382013228,-2.41678420753795e-05,0.00186735913718679,-7.11402972157455e-05,0.180473656392529,-0.00072674706894035
4371,1.6268253805856e-06,-2.18849031488443e-06,1.81335995901848e-05,-7.51362506168641e-06,0.000164388583034435,-2.42418989855844e-05,0.00186796377276318,-7.10067611715253e-05,0.180567914721568,-0.000730680672779958
4372,1.62727144023891e-06,-2.17559331995157e-06,1.81385532280466e-05,-7.46821341578171e-06,0.000164433362052283,-2.4084985160149e-05,0.00186857090365655,-7.03019608057615e-05,0.180617474321074,-0.000726486130011744
4373,1.62750613673302e-06,-2.17194225954677e-06,1.81411730802297e-05,-7.4590885807167e-06,0.000164457362636704,-2.40849962470274e-05,0.0018689349346184,-7.06716598682689e-05,0.18064350099882,-0.000725140251020274
4374,1.62806858779279e-06,-2.17147265081526e-06,1.8147216600363e-05,-7.4554136229005e-06,0.000164506077231877,-2.40519523899976e-05,0.00186922511995712,-7.0207558911234e-05,0.180706889154581,-0.000725066075248612
4375,1.62869472203182e-06,-2.17394055735696e-06,1.81539360765901e-05,-7.46061225963577e-06,0.000164561178938871,-2.40422245693092e-05,0.00186968390321039,-6.98949809198179e-05,0.18077751472516,-0.000726017524256521
4376,1.62937269049117e-06,-2.18289804918351e-06,1.81614126538265e-05,-7.48971880950837e-06,0.000164627884065058,-2.41235588849704e-05,0.00187043430845832,-7.00826263690854e-05,0.180853159082675,-0.000729038417239954
4377,1.63009370961083e-06,-2.16256054716971e-06,1.81693884429216e-05,-7.41857339347888e-06,0.000164699095906588,-2.38791032050294e-05,0.00187114099082736,-6.9113444984046e-05,0.180933476525627,-0.000722397112827833
4378,1.6304967097911e-06,-2.14908391634203e-06,1.81736717310569e-05,-7.37778141467423e-06,0.000164731779931956,-2.37889972059873e-05,0.00187137157138746,-6.88630972405275e-05,0.180979171482734,-0.00071772837249436
4379,1.63069817764074e-06,-2.1480446730213e-06,1.81759257019963e-05,-7.37270005768518e-06,0.000164751990087834,-2.3757605815592e-05,0.00187167420377959,-6.84087949767873e-05,0.181001550416357,-0.000717447718321528
4380,1.63117436120103e-06,-2.13483735931617e-06,1.81812885712137e-05,-7.32760738516042e-06,0.000164802280974054,-2.36102749274681e-05,0.00187225031531986,-6.78242292390547e-05,0.181054146480714,-0.000713090273239535
4381,1.63190243582808e-06,-2.15076313812615e-06,1.81892574989709e-05,-7.38107916902139e-06,0.000164871696727053,-2.37738847818292e-05,0.0018727891450148,-6.85168357537161e-05,0.181135507339583,-0.000718381140870096
4382,1.63213090026724e-06,-2.16215810127501e-06,1.81916503738915e-05,-7.4187808068229e-06,0.000164890038344742,-2.38851172113423e-05,0.00187309843467876,-6.8898251146418e-05,0.181161711407466,-0.000722199912998571
4383,1.63248816301075e-06,-2.1624362130299e-06,1.81958524739813e-05,-7.41788913269546e-06,0.000164933896164486,-2.38657339967273e-05,0.00187390139844345,-6.85160713369054e-05,0.181200408385658,-0.000722357311393154
4384,1.63292951785691e-06,-2.15367326334493e-06,1.82008113889622e-05,-7.38848733997372e-06,0.000164979858803682,-2.3773547251145e-05,0.00187458869221609,-6.80623498270884e-05,0.181249200473657,-0.000719488339569316
4385,1.63343700326114e-06,-2.14545836350435e-06,1.82065548524791e-05,-7.35511485957103e-06,0.000165031207294537,-2.36743671829181e-05,0.00187520034074558,-6.77661313455774e-05,0.181305339498729,-0.000716887900793539
4386,1.63405997928712e-06,-2.14274880842004e-06,1.821347277143e-05,-7.34312861558674e-06,0.000165095891367919,-2.35913149497718e-05,0.00187600074741726,-6.72534258207779e-05,0.181374587843151,-0.00071608573686944
4387,1.63502967896287e-06,-2.10109968763189e-06,1.82239097462178e-05,-7.21068833635002e-06,0.00016517964042417,-2.32606714499856e-05,0.00187679000775748,-6.66081360007718e-05,0.181483777428003,-0.000701952963298828
4388,1.63543603395952e-06,-2.10095331447674e-06,1.82282211299053e-05,-7.21432508573212e-06,0.000165212676549253,-2.32984900460893e-05,0.00187679627857544,-6.74125581823153e-05,0.181529939679313,-0.000701702795080216
4389,1.63556301159918e-06,-2.12834218081938e-06,1.82292094392507e-05,-7.31359944677705e-06,0.000165216452963022,-2.36698427381279e-05,0.0018767932026075,-6.90486302695594e-05,0.18154591826018,-0.000710469408264316
4390,1.63484210582901e-06,-2.17612358337575e-06,1.82215898673117e-05,-7.47229800533132e-06,0.000165154150711837,-2.41449115909024e-05,0.00187653441586042,-7.08337460514393e-05,0.181464316898556,-0.000726442418378252
4391,1.63466176653276e-06,-2.17655570303946e-06,1.82197729048411e-05,-7.46876275926177e-06,0.000165138907793265,-2.40987141455025e-05,0.00187676692596503,-7.07858246943079e-05,0.181443250411424,-0.0007268030893193
4392,1.6352874911204e-06,-2.17887981198212e-06,1.82271011877957e-05,-7.47442656987586e-06,0.000165213163943329,-2.40938151944186e-05,0.0018779633547308,-7.04196204320369e-05,0.181510656692182,-0.000727658414977887
4393,1.63601277490816e-06,-2.17070085740213e-06,1.82355610060449e-05,-7.44119247837545e-06,0.000165297604483898,-2.39497621700657e-05,0.00187909091153307,-6.95341918465663e-05,0.18158917752241,-0.000725182203728073
4394,1.63645614543368e-06,-2.16772254142927e-06,1.82403867199264e-05,-7.43680676811842e-06,0.000165338400190755,-2.39749363368779e-05,0.00187965147132273,-6.95072291749445e-05,0.181638551333999,-0.000723955980779414
4395,1.63686962091882e-06,-2.16961007977188e-06,1.82450698433142e-05,-7.44204788718886e-06,0.000165381950033607,-2.39812686046527e-05,0.00188012884727733,-6.95297609430012e-05,0.181683978108647,-0.000724630184577204
4396,1.63742170374716e-06,-2.16293548048491e-06,1.8251174759158e-05,-7.42194784127423e-06,0.000165434050482891,-2.39487466785215e-05,0.00188065575736687,-6.95377867017603e-05,0.181745415182453,-0.000722327786731024
4397,1.63788611833644e-06,-2.17317563656564e-06,1.82566132008988e-05,-7.4503863177147e-06,0.000165488669340438,-2.39811646837258e-05,0.00188129677698182,-6.93163046117728e-05,0.181796059075184,-0.000725962624092607
4398,1.63864296965904e-06,-2.18860881940527e-06,1.82651302135442e-05,-7.50272202113697e-06,0.000165570229626241,-2.4129530651676e-05,0.00188206474358405,-7.02919672453364e-05,0.181879880360162,-0.000731068284482059
4399,1.63923213356745e-06,-2.19002062347637e-06,1.82719674988892e-05,-7.50267003289176e-06,0.000165646049266012,-2.40536285772681e-05,0.00188284109593553,-7.02968661078847e-05,0.181944354443813,-0.000731697251714236
4400,1.63971468433717e-06,-2.21292963427638e-06,1.82773592026398e-05,-7.58007939032983e-06,0.000165696817217226,-2.42888294260479e-05,0.0018834528917143,-7.11947820040205e-05,0.181997568736301,-0.000739351245410031
4401,1.64059940905574e-06,-2.25784492709712e-06,1.82876417978302e-05,-7.72653586292277e-06,0.000165791151684994,-2.46694548121055e-05,0.00188426570362967,-7.18837151451728e-05,0.182093322155143,-0.000754499333078417
4402,1.64104204930923e-06,-2.26239389056338e-06,1.82925196226146e-05,-7.74149468399569e-06,0.00016583262690197,-2.471481328268e-05,0.00188474200699693,-7.20036497224167e-05,0.182142693533032,-0.000756029286124933
4403,1.64161747640737e-06,-2.26582557813331e-06,1.82989168971256e-05,-7.75512006074544e-06,0.000165889499978036,-2.47728126547612e-05,0.00188538658863608,-7.23713529412207e-05,0.182206648201125,-0.0007570767825205
4404,1.64225602833525e-06,-2.27419925774995e-06,1.83059946660488e-05,-7.78212609212996e-06,0.000165949643669274,-2.48531749716342e-05,0.00188606546165312,-7.25074037820404e-05,0.182277665763138,-0.000759916033503265
4405,1.64285155979559e-06,-2.30211205869817e-06,1.83128283628367e-05,-7.87445573553023e-06,0.000166017310436116,-2.5125997920535e-05,0.00188695880183658,-7.34023604571819e-05,0.18234296553299,-0.00076925818507854
4406,1.64362311140217e-06,-2.30266617787762e-06,1.83213204770036e-05,-7.88221114873108e-06,0.000166086605234393,-2.52069889870925e-05,0.00188772443464618,-7.40799234981822e-05,0.182428886830163,-0.000769198121536438
4407,1.64413012072484e-06,-2.26399239688798e-06,1.83267414536746e-05,-7.76128311069831e-06,0.000166132247724527,-2.49068750632249e-05,0.0018880883546917,-7.36971287200266e-05,0.182486016117605,-0.000755979627947496
4408,1.64448495869238e-06,-2.24447328748987e-06,1.83307195034528e-05,-7.69578596573497e-06,0.000166168030219533,-2.4689657895014e-05,0.00188822064888516,-7.34801640092861e-05,0.182525178712958,-0.000749532466576025
4409,1.64480917979663e-06,-2.2455184660568e-06,1.8334490114093e-05,-7.7013920268525e-06,0.000166205233670783,-2.47121992440946e-05,0.0018887667796959,-7.34763185417821e-05,0.182560592462058,-0.000749800741994649
4410,1.64556311975759e-06,-2.24486164713712e-06,1.8342860885334e-05,-7.70210588616868e-06,0.000166278854590314,-2.4722212844538e-05,0.00188945005835858,-7.34293920315756e-05,0.182644191908214,-0.000749427587134752
4411,1.64596571001147e-06,-2.25288647630136e-06,1.83474538052433e-05,-7.72911755499826e-06,0.000166320669852249,-2.48015159314422e-05,0.00189027995711606,-7.33821167319423e-05,0.182688214413253,-0.000752091079798147
4412,1.64627610818026e-06,-2.24073775504227e-06,1.83508771088202e-05,-7.68819602809501e-06,0.00016635022335243,-2.4674287989967e-05,0.00189056316437516,-7.28490839494664e-05,0.182722795491351,-0.000748065893308362
4413,1.64657422602064e-06,-2.25075124876717e-06,1.83542864200171e-05,-7.72118627375543e-06,0.000166383303751741,-2.47684280788743e-05,0.0018909279762552,-7.3051480966812e-05,0.182755451625197,-0.00075142204595023
4414,1.6469935451276e-06,-2.26963462725843e-06,1.83588241858778e-05,-7.78359664962112e-06,0.000166420110951482,-2.49611060926774e-05,0.00189111646974657,-7.38081206563593e-05,0.182802586147557,-0.000757678877817619
4415,1.64741923270829e-06,-2.26277497090711e-06,1.83634057390884e-05,-7.76055501723507e-06,0.000166459649432977,-2.48887450931343e-05,0.00189152855591593,-7.34919217019072e-05,0.182850474725166,-0.000755409748281041
4416,1.64782005866036e-06,-2.23444610063526e-06,1.83679147941826e-05,-7.66166590420456e-06,0.000166499549749939,-2.45638757812639e-05,0.00189202702201504,-7.21695916620843e-05,0.182895000324443,-0.000746131262519268
4417,1.64821094375166e-06,-2.166880377593e-06,1.83722484166628e-05,-7.43924359003183e-06,0.000166537068006355,-2.39184935584392e-05,0.00189236447138901,-7.03565407579879e-05,0.182938477585926,-0.000723480028369992
4418,1.64884493546002e-06,-2.14324605583092e-06,1.83791480291699e-05,-7.35918711689154e-06,0.00016659480537597,-2.36696378626851e-05,0.00189282946393519,-6.93771207047227e-05,0.183009475966524,-0.000715668778463837
4419,1.64913626376244e-06,-2.1428316047542e-06,1.83823972665784e-05,-7.36009229983115e-06,0.000166624340265223,-2.36926663471023e-05,0.00189311735407122,-6.9565556990247e-05,0.183041853220583,-0.000715422897090965
4420,1.64953063551854e-06,-2.14220987618709e-06,1.83869422951448e-05,-7.35587383743182e-06,0.000166669934222768,-2.36662143513788e-05,0.00189363832512591,-6.94736779281171e-05,0.183085039367569,-0.000715305856298353
4421,1.65025518658008e-06,-2.08891241057248e-06,1.83951895658557e-05,-7.17657083826851e-06,0.000166750801991488,-2.31106863296943e-05,0.00189465097834565,-6.77684728915916e-05,0.183164765051755,-0.000697597861929543
4422,1.65074935793097e-06,-2.01723176540551e-06,1.84008080706006e-05,-6.93671173171459e-06,0.000166806240452805,-2.23806881843028e-05,0.00189546556499347,-6.51463305810277e-05,0.183219218974355,-0.000673737271168932
4423,1.65145066756654e-06,-1.98726217345355e-06,1.84086289990409e-05,-6.83521364447333e-06,0.000166877258082607,-2.20633298784958e-05,0.00189628930817628,-6.39839904024682e-05,0.183297084002528,-0.000663807210537087
4424,1.65206306315186e-06,-1.97622733953744e-06,1.84154034415155e-05,-6.7997934017012e-06,0.000166938236314163,-2.19688303774372e-05,0.00189690867373616,-6.37776129306769e-05,0.183365307528596,-0.000660079352109294
4425,1.65264796721283e-06,-1.95717966082737e-06,1.84224282075234e-05,-6.73112848546691e-06,0.00016700361095698,-2.17584056373739e-05,0.0018976932691557,-6.30819330246041e-05,0.183428585983585,-0.000653885445378635
4426,1.65309214074974e-06,-1.94807863700078e-06,1.84272771918372e-05,-6.70214986910881e-06,0.000167044487271659,-2.16828539923879e-05,0.00189814478515918,-6.29440784525562e-05,0.183478203842854,-0.000650802107883275
4427,1.65358769177694e-06,-1.94284525643326e-06,1.843284386192e-05,-6.68402526517361e-06,0.000167095279153875,-2.1620880838362e-05,0.0018988355872708,-6.26767153984583e-05,0.18353301650655,-0.000649083969408497
4428,1.65391985094053e-06,-1.93921611831438e-06,1.84363428684286e-05,-6.67419597138884e-06,0.000167121976405168,-2.16106171142042e-05,0.0018990462732421,-6.28263418559993e-05,0.183570531061537,-0.000647776407410111
4429,1.65404175163454e-06,-1.9529887427415e-06,1.84375541261053e-05,-6.72127223239942e-06,0.000167132303072435,-2.17556544997059e-05,0.00189926568049128,-6.33157576749344e-05,0.183585048743803,-0.00065231170214702
4430,1.65412937412188e-06,-1.95752801150608e-06,1.84382490557779e-05,-6.73819859649433e-06,0.000167134163939061,-2.18205725458598e-05,0.00189923030847341,-6.36670365278116e-05,0.183596064266524,-0.000653737138852818
4431,1.65404667971085e-06,-1.97227252387036e-06,1.84371858300697e-05,-6.78941410423032e-06,0.000167121863456758,-2.19890545763037e-05,0.00189919317551328,-6.43395543533832e-05,0.183587852778687,-0.000658618849935936
4432,1.65418156921877e-06,-1.95267628451153e-06,1.84383320004553e-05,-6.72542667062835e-06,0.000167123787853125,-2.17968240273261e-05,0.00189949908166859,-6.33111045341937e-05,0.183604209330939,-0.000652009851306481
4433,1.65452331582097e-06,-1.98161424307132e-06,1.84419644940198e-05,-6.82455526166593e-06,0.000167149073512442,-2.21018813914164e-05,0.00189991150172726,-6.40338071109568e-05,0.183641997203889,-0.000661506094661984
4434,1.6543686030036e-06,-2.00491224920982e-06,1.84401981640571e-05,-6.90502370535584e-06,0.000167128255001424,-2.23611936655792e-05,0.00189954487932749,-6.45370503853627e-05,0.183624354275006,-0.000669122652515852
4435,1.65435659173828e-06,-2.04119218916762e-06,1.84402492097929e-05,-7.02368795842154e-06,0.000167131943986481,-2.27030481545545e-05,0.00189948996920717,-6.54191035312198e-05,0.183622239659592,-0.000681307267545884
4436,1.65492865627587e-06,-2.07298038125506e-06,1.84465620847731e-05,-7.12972385075959e-06,0.000167184889084161,-2.30158244893915e-05,0.00189985807580813,-6.62574590538004e-05,0.18368616415446,-0.000691897996245347
4437,1.65519602710894e-06,-2.11149461315454e-06,1.84496682330696e-05,-7.25932223504855e-06,0.00016721293212969,-2.34166797699901e-05,0.00190008891799799,-6.77003077454843e-05,0.183714827413037,-0.000704704812973537
4438,1.65571661675437e-06,-2.12312096354154e-06,1.84553100325746e-05,-7.29682043466495e-06,0.000167259759990016,-2.35246348518123e-05,0.00190060070414513,-6.80532469549231e-05,0.183773000294821,-0.000708637913944485
4439,1.65615518801695e-06,-2.14392227734705e-06,1.84598662041209e-05,-7.35924016451682e-06,0.000167291334853505,-2.36517366980158e-05,0.00190084667854516,-6.81292913773703e-05,0.183822731616432,-0.000715859677331902
4440,1.65656510994958e-06,-2.13777509322325e-06,1.84644511631092e-05,-7.33768870180752e-06,0.000167334610412842,-2.35791708770826e-05,0.00190157811663406,-6.7884541199699e-05,0.183867987547361,-0.000713856184450448
4441,1.6574560681537e-06,-2.1532444186251e-06,1.84746412568485e-05,-7.39093001284471e-06,0.000167430063182503,-2.37428972293787e-05,0.00190269028325561,-6.82558174652347e-05,0.183965595190019,-0.000718943161524496
4442,1.65847812790343e-06,-2.19709906934273e-06,1.84858547818327e-05,-7.53446012193762e-06,0.000167527657668313,-2.41444644879429e-05,0.00190396193049493,-6.9775976810436e-05,0.184079655502229,-0.00073363822597249
4443,1.65939889244245e-06,-2.24043975961534e-06,1.84963438890576e-05,-7.68430839976531e-06,0.000167627461979139,-2.46459685839007e-05,0.00190506240611234,-7.1602978238501e-05,0.184180726336759,-0.000747892366284666
4444,1.66000102756976e-06,-2.25553614733438e-06,1.850689857761e-05,-7.76909537642845e-06,0.000167713002877048,-2.48784229081522e-05,0.00190597782262984,-7.23552545391535e-05,0.184243009971767,-0.000752432031664722
4445,1.66101965029719e-06,-2.26102630559227e-06,1.85189621856975e-05,-7.79124067140351e-06,0.000167838617241782,-2.49579842764355e-05,0.00190767137312738,-7.23379511797791e-05,0.18435256423267,-0.000754083319328477
4446,1.66228922481737e-06,-2.22822954409646e-06,1.85339718176953e-05,-7.67730526469715e-06,0.00016800621143649,-2.45674831466728e-05,0.00190930579622741,-7.14773677628043e-05,0.18448863805458,-0.000743335901852484
4447,1.6634942428005e-06,-2.2195893672705e-06,1.85463190361457e-05,-7.65677367106144e-06,0.000168080100176687,-2.45742769293521e-05,0.00190946630984235,-7.22608232746714e-05,0.184625401812634,-0.000740117397368286
4448,1.66381045636474e-06,-2.22548336025471e-06,1.85495580814197e-05,-7.6782272389108e-06,0.000168105756933409,-2.46469417703406e-05,0.00190884319172743,-7.28596726580808e-05,0.184661374448721,-0.000742011560973295
4449,1.66401371741614e-06,-2.23477636401669e-06,1.85523832822851e-05,-7.70374987945531e-06,0.000168137557434502,-2.47027732312907e-05,0.00190884464468821,-7.3376445429933e-05,0.184683334703693,-0.000745250189780222
4450,1.66384758696366e-06,-2.26449258758538e-06,1.85512032730772e-05,-7.79946083794093e-06,0.000168141291618804,-2.49644567268262e-05,0.00190920640127832,-7.40505241022875e-05,0.184662837680054,-0.00075529715788151
4451,1.66402707638713e-06,-2.26224960310848e-06,1.85533467996909e-05,-7.79004846920164e-06,0.000168165278082612,-2.49209237583538e-05,0.0019095820671096,-7.38431598637923e-05,0.184682567324871,-0.000754636677262287
4452,1.6642595154903e-06,-2.25919259761113e-06,1.85558260133611e-05,-7.77769805689175e-06,0.000168186825126128,-2.48642475543945e-05,0.00190988076116487,-7.35147512564894e-05,0.184709312961859,-0.000753718386243162
4453,1.66468809371725e-06,-2.2575275813151e-06,1.85606564504256e-05,-7.77197480903407e-06,0.000168229222418526,-2.4845020537303e-05,0.00191032932625391,-7.34802324951141e-05,0.184756762867416,-0.000753163822091714
4454,1.66503601907546e-06,-2.25435392852854e-06,1.85645759873136e-05,-7.76287030285519e-06,0.000168267376695243,-2.48342486211736e-05,0.00191078881399827,-7.35920517673916e-05,0.184795171662098,-0.000752084324959388
4455,1.66532156171675e-06,-2.25833166256597e-06,1.85677856654179e-05,-7.77732963634325e-06,0.00016829812555474,-2.48887486634728e-05,0.00191114580187123,-7.40719985954365e-05,0.184826958239028,-0.000753336516908261
4456,1.66556180408185e-06,-2.27232758325583e-06,1.85704163284454e-05,-7.82302020664338e-06,0.000168323918346211,-2.50172812610517e-05,0.00191155123713178,-7.43318624966067e-05,0.184853798442275,-0.000758031997505512
4457,1.66629980765275e-06,-2.30447641667863e-06,1.85784672231007e-05,-7.93074886371089e-06,0.000168394845259724,-2.53393868399842e-05,0.00191209013050566,-7.49731455841082e-05,0.18493639749572,-0.000768715054355733
4458,1.66677156693895e-06,-2.29820786836093e-06,1.8583243055073e-05,-7.90036461102235e-06,0.000168432405228395,-2.52019256868352e-05,0.00191251578480567,-7.44972187856668e-05,0.184991106030505,-0.000767072160499504
4459,1.66792223917617e-06,-2.33551052837066e-06,1.85961573152127e-05,-8.03515984268591e-06,0.000168548172292547,-2.56641645672814e-05,0.00191334105926063,-7.63201135048536e-05,0.18511867896328,-0.000779075462897022
4460,1.66861485824808e-06,-2.33126142251397e-06,1.8603982826051e-05,-8.02343801224601e-06,0.000168622650758674,-2.56528154401961e-05,0.00191416119561767,-7.65364304961924e-05,0.185195118052466,-0.000777558383359302
4461,1.66906837644301e-06,-2.32491444103866e-06,1.86090476483297e-05,-8.00418466375091e-06,0.000168669233401926,-2.56137796462293e-05,0.00191468329226475,-7.67056208477356e-05,0.185245465776431,-0.00077536402360223
4462,1.66959456237053e-06,-2.31763013589643e-06,1.86148943153347e-05,-7.97889584629787e-06,0.00016872285389649,-2.55288314563958e-05,0.00191541819149538,-7.63876259382096e-05,0.185303364840592,-0.00077293965817862
4463,1.67008601130239e-06,-2.34483166534654e-06,1.86205385598255e-05,-8.07045335382377e-06,0.000168779403690302,-2.58091519574701e-05,0.00191611147757191,-7.71386525332983e-05,0.185357042235048,-0.000781965704465738
4464,1.67044883009597e-06,-2.35599381364133e-06,1.86245960436874e-05,-8.10820069348939e-06,0.000168818102373286,-2.59226003066018e-05,0.00191660031254584,-7.72703737394712e-05,0.185397165519227,-0.000785654660739523
4465,1.67097120328529e-06,-2.35863117966314e-06,1.8630393693576e-05,-8.11427840558124e-06,0.000168871423742753,-2.59036566311375e-05,0.00191723479523593,-7.64644350249769e-05,0.185455079368391,-0.000786626467322341
4466,1.67159509946845e-06,-2.35391227463077e-06,1.86372940799464e-05,-8.10040874099836e-06,0.000168931814028025,-2.58784287437838e-05,0.00191783807477732,-7.62884001666654e-05,0.185524488978516,-0.000784961929425649
4467,1.67225285224653e-06,-2.34853332991847e-06,1.8644754280108e-05,-8.08254570389937e-06,0.00016900075716811,-2.58242495454173e-05,0.00191846450430745,-7.66725001899433e-05,0.185597133084103,-0.00078316507769625
4468,1.67268151012752e-06,-2.35136750753293e-06,1.86491998202014e-05,-8.09740598224729e-06,0.000169032786667163,-2.59226340360472e-05,0.00191854957076798,-7.76067766939821e-05,0.185646096525228,-0.000783908335420574
4469,1.67334550413063e-06,-2.39395535775993e-06,1.86565262817356e-05,-8.23523307878824e-06,0.00016909639231479,-2.63032331544756e-05,0.00191904060852852,-7.86140840036424e-05,0.185720082148653,-0.000798296800228021
4470,1.67415214822514e-06,-2.39142504398553e-06,1.86654446700952e-05,-8.22517084066364e-06,0.000169174136986879,-2.62614157679794e-05,0.00191977507193946,-7.83180448378256e-05,0.185809909962791,-0.000797514869846267
4471,1.67496842941054e-06,-2.4396206295519e-06,1.86747448555308e-05,-8.38875064106899e-06,0.000169261331392106,-2.67779397321913e-05,0.00192074551155675,-8.02190914835835e-05,0.185899888681826,-0.000813450821642174
4472,1.67540470679511e-06,-2.48715381633455e-06,1.86797292622642e-05,-8.54864845930551e-06,0.000169306438522741,-2.72734708869737e-05,0.00192100989367389,-8.18002454883992e-05,0.185948139933527,-0.000829240017575132
4473,1.67584708607106e-06,-2.48959588580543e-06,1.86850158740454e-05,-8.56071440121237e-06,0.000169355830770609,-2.73106037942919e-05,0.00192152760341319,-8.17592825120615e-05,0.185995119350343,-0.000829808951856308
4474,1.67628707548228e-06,-2.50474692022566e-06,1.86899269434732e-05,-8.61302168325053e-06,0.000169400878567517,-2.74826070912066e-05,0.0019222231474199,-8.25744878391411e-05,0.186043816032108,-0.000834781761812144
4475,1.67664422560444e-06,-2.53610508193312e-06,1.86931838468595e-05,-8.71240827338775e-06,0.000169425281731109,-2.77443343306586e-05,0.0019227854425884,-8.34616986577944e-05,0.186085113393187,-0.000845448055529047
4476,1.67708639577899e-06,-2.5449579307768e-06,1.86977784035067e-05,-8.74226472861633e-06,0.000169464850000108,-2.78334790592964e-05,0.0019233632184028,-8.38910039922984e-05,0.186135062179213,-0.000848405717917141
4477,1.67790571440194e-06,-2.58502178647087e-06,1.87069801277601e-05,-8.87453023694405e-06,0.0001695491978097,-2.82304657250368e-05,0.00192455645800739,-8.53536496876301e-05,0.186225921512619,-0.000861815881857741
4478,1.67818727005196e-06,-2.58046300856318e-06,1.87096008636564e-05,-8.85767136566275e-06,0.000169566165870811,-2.81676247797104e-05,0.0019250539004838,-8.54636850233958e-05,0.186259283858157,-0.000860386646327964
4479,1.6781994173747e-06,-2.59078284121546e-06,1.87098453531756e-05,-8.89299753497045e-06,0.000169586769921521,-2.81382424957646e-05,0.00192544039770556,-8.54028494218359e-05,0.186260153145998,-0.00086377806684032
4480,1.67854882176108e-06,-2.59623824417901e-06,1.87137068904488e-05,-8.90874645621242e-06,0.000169622995050669,-2.81595927756168e-05,0.00192595924970568,-8.51749293618957e-05,0.186298979611066,-0.000865693452407859
4481,1.67882242365059e-06,-2.58572090276425e-06,1.87166813217677e-05,-8.87278349285004e-06,0.000169651415294772,-2.8041398719211e-05,0.00192624354227741,-8.47375172247398e-05,0.186329613244031,-0.00086222146788175
4482,1.67957787777798e-06,-2.5921355896504e-06,1.87249213549488e-05,-8.89399299993021e-06,0.000169723534646269,-2.81036733231847e-05,0.00192701626973547,-8.48588022032935e-05,0.186414141346511,-0.000864358381433159
4483,1.68026284145063e-06,-2.62122290690612e-06,1.87325906353652e-05,-8.99125506179346e-06,0.000169794125564494,-2.83978896349024e-05,0.00192779593934844,-8.57903329178977e-05,0.186489856234623,-0.000874044308756613
4484,1.68074531133132e-06,-2.65006358588432e-06,1.87377987182406e-05,-9.0880420437908e-06,0.000169838078818701,-2.86910966283959e-05,0.00192833742793206,-8.67393842192814e-05,0.186544095264567,-0.000883637230005466
