t,VarX_0.003,meanX_0.003,VarX_0.01,meanX_0.01,VarX_0.03,meanX_0.03,VarX_0.1,meanX_0.1,VarA1,meanA1
2281,7.72916820488729e-07,-1.11366799139515e-06,8.6191427855435e-06,-3.71557487195625e-06,7.8160343935214e-05,-1.17759758221181e-05,0.000895898022976684,-4.02175068845121e-05,0.0857295649227051,-0.000372852777495627
2282,7.73437927205922e-07,-1.12142052638245e-06,8.62473504655854e-06,-3.73996347053383e-06,7.82051581814101e-05,-1.18340786063058e-05,0.000896234394262411,-4.019622051939e-05,0.0857883365705755,-0.000375496641195871
2283,7.73779486422802e-07,-1.12399457460311e-06,8.62850680317392e-06,-3.74851134277731e-06,7.82393341924017e-05,-1.18582534199996e-05,0.000896697037782584,-4.03273791251982e-05,0.0858264177603583,-0.000376356359633522
2284,7.74066860700239e-07,-1.13786921004555e-06,8.63192821526314e-06,-3.79902485254789e-06,7.82716834647653e-05,-1.20184579046027e-05,0.000897119035688331,-4.07933448675029e-05,0.0858558593446069,-0.00038047125902421
2285,7.74378249760632e-07,-1.13786551704045e-06,8.63542832218602e-06,-3.79831421443127e-06,7.83051941015853e-05,-1.20180136818152e-05,0.000897486176405253,-4.07366387173402e-05,0.0858902743143256,-0.00038049396892417
2286,7.74877595851674e-07,-1.13002401412223e-06,8.64092605745529e-06,-3.77069220318223e-06,7.83504677182682e-05,-1.19251496310588e-05,0.000897904944606806,-4.03329415671017e-05,0.0859458356699437,-0.000377945713981933
2287,7.75140335981465e-07,-1.11607407496539e-06,8.64364781774573e-06,-3.72084860941599e-06,7.83728040205831e-05,-1.17444521963032e-05,0.00089813689877753,-3.94742905251647e-05,0.0859759846984621,-0.000373443343153967
2288,7.75509897879363e-07,-1.12386479051495e-06,8.64763094133989e-06,-3.74660119768801e-06,7.84049290334755e-05,-1.18189285490205e-05,0.000898508287542942,-3.96662735193697e-05,0.0860172250729964,-0.000376048241810538
2289,7.75991311153774e-07,-1.11919608016214e-06,8.65294253903088e-06,-3.73060908290967e-06,7.84506212904037e-05,-1.17681559958852e-05,0.00089898067840715,-3.95722878010871e-05,0.0860708182580756,-0.000374508915465711
2290,7.765444374459e-07,-1.1359769678671e-06,8.65889832088879e-06,-3.78434437702811e-06,7.84976951964051e-05,-1.19116355609182e-05,0.000899233589580326,-3.97981260279893e-05,0.0861325245731865,-0.000380188491035826
2291,7.76819213813134e-07,-1.16164564799382e-06,8.66184083520406e-06,-3.86727372947468e-06,7.85222510326198e-05,-1.21421120207686e-05,0.000899440232835748,-4.04096844672786e-05,0.086163036232691,-0.000388890355652655
2292,7.76915323814192e-07,-1.11532628679582e-06,8.6628176304722e-06,-3.71256571140424e-06,7.85305342909061e-05,-1.16737749866573e-05,0.000899635750827725,-3.88694498068729e-05,0.086174109154799,-0.000373470534791657
2293,7.77380015027971e-07,-1.06395681500138e-06,8.66792678077125e-06,-3.54045851238105e-06,7.85770336269483e-05,-1.11556322235227e-05,0.000900236937695533,-3.72151862296663e-05,0.0862260826899677,-0.000356380582529392
2294,7.78179719187822e-07,-1.00804231515617e-06,8.67709192380727e-06,-3.35881298490061e-06,7.86625470871446e-05,-1.06323488144802e-05,0.000901131682849587,-3.54448752471635e-05,0.0863138246977409,-0.000337580405340608
2295,7.78503506855299e-07,-1.00686404704646e-06,8.68240003086647e-06,-3.37354405815899e-06,7.87140467524775e-05,-1.06814000407688e-05,0.000901664719933263,-3.55759001886708e-05,0.0863478230668895,-0.000337004146437381
2296,7.78585214452622e-07,-9.9018347686194e-07,8.68342752661468e-06,-3.32561778225053e-06,7.87277450649191e-05,-1.05782926092103e-05,0.000901903025553887,-3.54514621528508e-05,0.0863559923986337,-0.000331000889359046
2297,7.78886221940504e-07,-9.96419524583727e-07,8.68661316474138e-06,-3.34695135562348e-06,7.87545633453996e-05,-1.06476552514373e-05,0.000902057817445802,-3.57001458002048e-05,0.0863900626121421,-0.000333069598306394
2298,7.79030313667292e-07,-9.81282979828457e-07,8.68808200685906e-06,-3.29628615580826e-06,7.87651565123769e-05,-1.04959007729892e-05,0.000902074328894698,-3.53094415745356e-05,0.0864065529110997,-0.000328034971001604
2299,7.79254163399332e-07,-9.56563717653996e-07,8.69052412688862e-06,-3.21151056803012e-06,7.8786931241914e-05,-1.02228818481356e-05,0.000902271013225978,-3.41615896969647e-05,0.0864316373106798,-0.00031989811865391
2300,7.79428595624931e-07,-9.83637480455827e-07,8.69254120460798e-06,-3.29819266893757e-06,7.88083395012097e-05,-1.04446614879877e-05,0.000902684113103569,-3.44037412154223e-05,0.0864507277004794,-0.000329055496689478
2301,7.79522816582492e-07,-9.9759668744126e-07,8.69349798890869e-06,-3.34696639789994e-06,7.88151395961053e-05,-1.06101724184638e-05,0.000902978859590311,-3.42289232239779e-05,0.0864616338641103,-0.000333593182745643
2302,7.79591909336e-07,-1.01983459821041e-06,8.69411411210825e-06,-3.41972954828481e-06,7.88178707788341e-05,-1.0819424321183e-05,0.000902859875782587,-3.48481344339063e-05,0.0864699870749037,-0.000341069027944959
2303,7.79754159529948e-07,-1.01141553339414e-06,8.69587626464569e-06,-3.39114851002433e-06,7.88342143495952e-05,-1.07300295278965e-05,0.000903041138446105,-3.45189996605175e-05,0.0864881233337647,-0.000338289756436579
2304,7.80101686857893e-07,-1.03525769880315e-06,8.69971786598588e-06,-3.47151685770366e-06,7.88713499578228e-05,-1.09762747601193e-05,0.00090364672058139,-3.53735575625378e-05,0.0865267704899955,-0.00034619966256153
2305,7.80423154649963e-07,-1.02792125333114e-06,8.70326809546765e-06,-3.44716018247565e-06,7.89018286992691e-05,-1.09084912066878e-05,0.000903913040240955,-3.51087660177074e-05,0.0865624931890394,-0.000343759290114227
2306,7.80722334914831e-07,-1.0270781914518e-06,8.706562555811e-06,-3.44491022625676e-06,7.89307367911814e-05,-1.09062837259227e-05,0.000904207688841774,-3.52034628617831e-05,0.0865958339256042,-0.000343455866244373
2307,7.81184856157605e-07,-1.02677336773567e-06,8.71148205883889e-06,-3.44514190113639e-06,7.89719461949283e-05,-1.09329402243119e-05,0.000904657573257565,-3.52759318989646e-05,0.0866481609191225,-0.000343303442592154
2308,7.81584761169942e-07,-1.02243560066969e-06,8.71581844799504e-06,-3.43139025522971e-06,7.90083353750159e-05,-1.08917686945033e-05,0.000905028319490311,-3.49722789398654e-05,0.0866930140993583,-0.000341826642454568
2309,7.8198374984021e-07,-1.02877422610733e-06,8.7202356589983e-06,-3.45055531897018e-06,7.90467808522855e-05,-1.0932787852778e-05,0.000905434907901428,-3.48473343876777e-05,0.0867370619124087,-0.000344035310580781
2310,7.82178734702288e-07,-1.01719072207036e-06,8.72245482936286e-06,-3.41280734254488e-06,7.90675814502284e-05,-1.08307013731942e-05,0.000905653449089098,-3.4643454107469e-05,0.0867586090601211,-0.000340140884579559
2311,7.82508924687334e-07,-1.00931601120853e-06,8.72598216442937e-06,-3.38685424263346e-06,7.90951060974079e-05,-1.07547000987916e-05,0.00090587431199403,-3.43691919758303e-05,0.0867960245361298,-0.000337499156690959
2312,7.82977988642599e-07,-9.92960355765927e-07,8.73117539728536e-06,-3.33362391196652e-06,7.91418040122564e-05,-1.06068261072072e-05,0.000906397692892718,-3.39587049441302e-05,0.0868482925070893,-0.000331994558387544
2313,7.83322513138798e-07,-1.00603178852263e-06,8.73494788928894e-06,-3.37833168390605e-06,7.91740384051339e-05,-1.07490945896458e-05,0.000906900825750019,-3.39504429026451e-05,0.0868868033768961,-0.000336305348287882
2314,7.8378382369797e-07,-1.00028145260894e-06,8.74008892316764e-06,-3.36057857732364e-06,7.92205410382612e-05,-1.07048835715224e-05,0.000907502083635216,-3.38539360403579e-05,0.0869380520149664,-0.000334322679799773
2315,7.8410725954077e-07,-1.00764241656545e-06,8.74385592211723e-06,-3.38611643026329e-06,7.92624377863643e-05,-1.07844211468639e-05,0.000908172792371752,-3.41530429112754e-05,0.086973197040719,-0.000336727281101423
2316,7.84459643414385e-07,-1.02487160104274e-06,8.74783945631009e-06,-3.44384580825583e-06,7.93069752582372e-05,-1.09541517260391e-05,0.00090876278015605,-3.48267640490633e-05,0.0870121428953931,-0.000342441431287591
2317,7.84887256790797e-07,-1.05394452421292e-06,8.75278107536172e-06,-3.53690497876738e-06,7.93542693783488e-05,-1.12114393518605e-05,0.000909330130610682,-3.5510128410929e-05,0.0870588390491743,-0.000352285157770308
2318,7.85157845432721e-07,-1.05578234524159e-06,8.7561773558154e-06,-3.54386939605036e-06,7.93819478048885e-05,-1.12558578021377e-05,0.000909664652777191,-3.57932927733752e-05,0.0870846455731571,-0.000352963511822473
2319,7.85714306059663e-07,-1.0559149915309e-06,8.76255569267228e-06,-3.5447369774213e-06,7.94410443415937e-05,-1.12802140302499e-05,0.000910276238538395,-3.59766585425799e-05,0.0871455740672011,-0.000352975126720162
2320,7.8608121435286e-07,-1.05382241197845e-06,8.76651277757159e-06,-3.53925996487252e-06,7.94759011924094e-05,-1.12720610461082e-05,0.000910625202709309,-3.58217775175801e-05,0.0871867493011029,-0.000352228759960777
2321,7.86334234733081e-07,-1.06208516152034e-06,8.76918440850039e-06,-3.56766144863047e-06,7.94930101161319e-05,-1.13653437078172e-05,0.00091066551297624,-3.61666639581799e-05,0.0872149083322429,-0.000354894410589996
2322,7.86685293757027e-07,-1.06403039116566e-06,8.77314960978219e-06,-3.57342361597563e-06,7.95340183654499e-05,-1.14115704201365e-05,0.000910993785775487,-3.62639697113618e-05,0.0872538151033055,-0.000355528642684008
2323,7.87109836796106e-07,-1.03925423362301e-06,8.77795885704186e-06,-3.49235142923318e-06,7.95770928140597e-05,-1.11840698008951e-05,0.000911347841963192,-3.55614972224191e-05,0.0873004628755785,-0.000347210652595337
2324,7.87692866331187e-07,-1.04434345153485e-06,8.78422282591595e-06,-3.50859930997159e-06,7.96296673733651e-05,-1.12309668407298e-05,0.000911951304023992,-3.57313125099402e-05,0.0873668239845199,-0.000348975394838979
2325,7.882779801836e-07,-1.05640881230309e-06,8.79069735390376e-06,-3.54961253659368e-06,7.96845942802392e-05,-1.13641562957235e-05,0.000912449857331843,-3.61723650196018e-05,0.087431835724576,-0.000352963519666825
2326,7.88955974955622e-07,-1.06164218070318e-06,8.79822819125546e-06,-3.56703026849063e-06,7.97536197990058e-05,-1.14126228796897e-05,0.000913286507011723,-3.62357142465891e-05,0.0875071461601283,-0.000354714759463453
2327,7.89255678870652e-07,-1.0354310155603e-06,8.80153321271908e-06,-3.47920565060448e-06,7.97788379443546e-05,-1.11465731172744e-05,0.000913518354042296,-3.5407119472154e-05,0.0875405882641576,-0.000346000010315167
2328,7.89615398572946e-07,-1.03245251965741e-06,8.80554704140802e-06,-3.46971069669056e-06,7.98143899790312e-05,-1.11221596424078e-05,0.00091397878625777,-3.54030545621156e-05,0.0875804270823134,-0.000344991018293877
2329,7.90152180033792e-07,-1.04203462389128e-06,8.81148990612477e-06,-3.50112835229345e-06,7.98690583030239e-05,-1.12149318998008e-05,0.000914900985580177,-3.56365007272714e-05,0.0876399149776082,-0.000348177358276819
2330,7.90579503706978e-07,-1.0519032475568e-06,8.81613854607748e-06,-3.53209291463922e-06,7.990950273396e-05,-1.1290338788874e-05,0.000915458798528356,-3.57319614830995e-05,0.0876879564682125,-0.000351571930728162
2331,7.91370781046032e-07,-1.06364033843809e-06,8.82464473863876e-06,-3.5730809017202e-06,7.99791278254262e-05,-1.14461211225795e-05,0.000916025324410823,-3.63018515581915e-05,0.087776908385872,-0.000355464505283233
2332,7.9203782848207e-07,-1.08293960196936e-06,8.83204816428733e-06,-3.63681733269763e-06,8.00407609886636e-05,-1.1642314293837e-05,0.000916286710270354,-3.71938372420508e-05,0.0878511320253877,-0.0003619197570259
2333,7.92566837772013e-07,-1.11685746596109e-06,8.83811191328153e-06,-3.7512555722824e-06,8.00944817440817e-05,-1.20197409647054e-05,0.000916953931531709,-3.86491122255952e-05,0.087909499828716,-0.00037315027256687
2334,7.9314198468024e-07,-1.12264719435055e-06,8.84417815760105e-06,-3.76882299208354e-06,8.01422971082634e-05,-1.2048140424123e-05,0.000917308095159083,-3.87716278817938e-05,0.0879748126559321,-0.000375156526542739
2335,7.93671199900598e-07,-1.13016168570052e-06,8.85018672551166e-06,-3.7947961330579e-06,8.02006762649288e-05,-1.2137908639194e-05,0.000917987332303069,-3.91052623611917e-05,0.0880331916379014,-0.000377637433747963
2336,7.93848113074074e-07,-1.14408448224544e-06,8.85213276751399e-06,-3.83659101759791e-06,8.02185254148415e-05,-1.22212971815547e-05,0.000918134049740175,-3.91435536131782e-05,0.0880529962950086,-0.000382481978333925
2337,7.94177314309255e-07,-1.14916446577126e-06,8.85588978767995e-06,-3.85311401562223e-06,8.02552643364641e-05,-1.22702988570187e-05,0.000918683076215025,-3.94199803515264e-05,0.0880892308081364,-0.000384194134358206
2338,7.9460039185644e-07,-1.14457558810345e-06,8.86064983231566e-06,-3.83853606216152e-06,8.02991065418274e-05,-1.22307641509889e-05,0.000919206973884068,-3.93216300856625e-05,0.0881359552505245,-0.000382634210877709
2339,7.95160949173243e-07,-1.14605624770792e-06,8.86686161286925e-06,-3.84341549024339e-06,8.03544983468754e-05,-1.22446289398731e-05,0.000919799375934492,-3.93772508341673e-05,0.0881983167494978,-0.000383131537845082
2340,7.95751904758123e-07,-1.13744375994175e-06,8.87338041849469e-06,-3.81446168145609e-06,8.04117588559802e-05,-1.21565393075442e-05,0.000920481391688759,-3.9165794892475e-05,0.0882641590237045,-0.000380273694752529
2341,7.96204474898106e-07,-1.15742933201747e-06,8.87855730974407e-06,-3.87793310503598e-06,8.04654436926263e-05,-1.23316301740019e-05,0.00092120556731381,-3.95823494211594e-05,0.0883138859307684,-0.000387080891115925
2342,7.96473402062967e-07,-1.16917329795479e-06,8.88126039082227e-06,-3.9154481703364e-06,8.04825265601087e-05,-1.24307172703522e-05,0.000921422497354485,-3.99656402943009e-05,0.0883448492796456,-0.000391051983083595
2343,7.96861937319942e-07,-1.14663218636805e-06,8.88565400410821e-06,-3.8400620997034e-06,8.05234477248462e-05,-1.2203504144564e-05,0.000921850645284491,-3.92742931978988e-05,0.0883876337832438,-0.000383561661304405
2344,7.9724863822801e-07,-1.14642633607873e-06,8.88984210453126e-06,-3.83873141549428e-06,8.05591439220859e-05,-1.21918644412979e-05,0.000922269665526436,-3.89935225506941e-05,0.088431109843877,-0.000383513080157764
2345,7.97697342953547e-07,-1.15197757320023e-06,8.89542484273752e-06,-3.86014375819799e-06,8.06110297851981e-05,-1.22514484049608e-05,0.000922816573738399,-3.90490044410858e-05,0.0884806479544828,-0.00038537596765084
2346,7.98014076929189e-07,-1.15655289975872e-06,8.89889764829425e-06,-3.87392141211457e-06,8.06469582454677e-05,-1.2309200914585e-05,0.000923169326588389,-3.91830858311472e-05,0.0885154767460019,-0.000386921232394702
2347,7.98351897726036e-07,-1.15083618299089e-06,8.90264794421591e-06,-3.85417290254492e-06,8.06798628422595e-05,-1.22430772387883e-05,0.000923517587172704,-3.88319450667859e-05,0.0885531300471539,-0.000385045386593047
2348,7.98453313402098e-07,-1.14433734142963e-06,8.90376537490093e-06,-3.83211050353858e-06,8.06890910912249e-05,-1.21738657150826e-05,0.000923558349283139,-3.85597759428809e-05,0.0885644031601427,-0.000382898446300881
2349,7.98773547867967e-07,-1.13459248398989e-06,8.90734338372538e-06,-3.79889550718221e-06,8.07215784231589e-05,-1.20684385494023e-05,0.00092385856646782,-3.81350982564628e-05,0.0885998722414734,-0.000379679526037379
2350,7.99147157157653e-07,-1.13673749564295e-06,8.91145425248457e-06,-3.80496020155622e-06,8.07573794854231e-05,-1.20764620904369e-05,0.000924162228183766,-3.79592903070238e-05,0.0886415306438811,-0.000380439126675722
2351,7.99571045989753e-07,-1.14813434429929e-06,8.91634371124774e-06,-3.84376925726425e-06,8.08053042267479e-05,-1.22009689756277e-05,0.000924768687992872,-3.84160640404624e-05,0.0886878002176912,-0.000384207178378474
2352,7.99710881578359e-07,-1.15169354192734e-06,8.9177481150227e-06,-3.8555214206028e-06,8.08419745904314e-05,-1.23138782282906e-05,0.000925218466885426,-3.89068810695552e-05,0.0887039757930825,-0.000385401323271223
2353,7.99815926772411e-07,-1.14181569696762e-06,8.91887487183403e-06,-3.82070142234816e-06,8.08528847081679e-05,-1.22150298408511e-05,0.000925644646102509,-3.88427968703851e-05,0.0887159392299467,-0.00038220362315562
2354,8.00550589535416e-07,-1.13974497604819e-06,8.92717550749756e-06,-3.81504490061431e-06,8.09335279262786e-05,-1.22077341014456e-05,0.000926809945888096,-3.90244035021878e-05,0.0887968981512759,-0.000381456655975053
2355,8.01261550273978e-07,-1.13779779734344e-06,8.93523189753925e-06,-3.80851974023108e-06,8.10104912458293e-05,-1.21936506501625e-05,0.000927796124617761,-3.91759056305187e-05,0.0888751527391845,-0.000380815300539703
2356,8.01856006114578e-07,-1.13766837760795e-06,8.94141043702573e-06,-3.80581797068841e-06,8.10623755288028e-05,-1.21564924627592e-05,0.000928298242346317,-3.88025480064529e-05,0.0889430357672835,-0.000380857888543874
2357,8.02770204321826e-07,-1.15240091260031e-06,8.95166755566494e-06,-3.85758707487771e-06,8.1158268209524e-05,-1.23386371555865e-05,0.000929593607651635,-3.96838700417018e-05,0.0890441459191626,-0.000385655090778605
2358,8.03085692673799e-07,-1.1485619772033e-06,8.95505070032265e-06,-3.84585287134882e-06,8.11871111722543e-05,-1.23130801156283e-05,0.000930091012072835,-3.98117693992445e-05,0.0890797476802336,-0.00038432829169079
2359,8.0346844123789e-07,-1.15291466423557e-06,8.95935734720336e-06,-3.85927707076917e-06,8.12246934386903e-05,-1.23428416481314e-05,0.000930553453135408,-3.99837054618388e-05,0.0891220664435433,-0.000385809280080284
2360,8.0379428267028e-07,-1.13619103339206e-06,8.9628584384641e-06,-3.80304832684132e-06,8.12523742358097e-05,-1.21705828216539e-05,0.000930821593345513,-3.93178069676113e-05,0.0891588500069525,-0.000380259260573819
2361,8.04067249392871e-07,-1.12233876641697e-06,8.96583786145469e-06,-3.75750890550916e-06,8.12785920087348e-05,-1.20378550501504e-05,0.00093112258852121,-3.89918895580118e-05,0.0891895836960468,-0.000375602689483118
2362,8.04605162907254e-07,-1.10680512484112e-06,8.97187339878283e-06,-3.70622334012162e-06,8.13344487356493e-05,-1.18890937183063e-05,0.00093182226715922,-3.85633741108508e-05,0.089249191890773,-0.000370403044966407
2363,8.0519958670392e-07,-1.13585330810364e-06,8.97851875563474e-06,-3.80457393667309e-06,8.13963332666422e-05,-1.21970442762576e-05,0.000932582675413476,-3.97659788700142e-05,0.0893151708417528,-0.000380026582413203
2364,8.05756891549543e-07,-1.15269828820349e-06,8.98476008946807e-06,-3.86134354144493e-06,8.14540749915022e-05,-1.23733937207199e-05,0.000933286021269893,-4.04704358126665e-05,0.0893768172686906,-0.000385618306837104
2365,8.06211197952131e-07,-1.17133849074851e-06,8.98993569676599e-06,-3.923293001763e-06,8.15039472543086e-05,-1.25568424186529e-05,0.000933943201599799,-4.10470316905844e-05,0.0894267315945591,-0.000391837756840978
2366,8.06574088962199e-07,-1.16505450280457e-06,8.9940259242664e-06,-3.901638921216e-06,8.15438926205484e-05,-1.24909704787825e-05,0.000934448284148818,-4.08816925693658e-05,0.0894668259437434,-0.000389776236906375
2367,8.07157605117541e-07,-1.18952462193749e-06,9.00040696820143e-06,-3.98201361610433e-06,8.15994395819053e-05,-1.27210303118698e-05,0.000935046935040543,-4.11712147453829e-05,0.0895321072305569,-0.000397978844178183
2368,8.08163112378161e-07,-1.18402319199386e-06,9.0116045232415e-06,-3.96240161815286e-06,8.17006314340548e-05,-1.26547702233377e-05,0.000936202407678028,-4.09202897222609e-05,0.0896436241797169,-0.00039620727872898
2369,8.08729953949209e-07,-1.18337301591713e-06,9.0179197870971e-06,-3.95965675365433e-06,8.17591148937761e-05,-1.2642078736223e-05,0.000937008922082371,-4.06126108984582e-05,0.0897064873445459,-0.000396013206932374
2370,8.09359612338632e-07,-1.18042190249376e-06,9.02479571755506e-06,-3.94841189028196e-06,8.18199614815215e-05,-1.25969759308007e-05,0.000937701651111256,-4.03615152380496e-05,0.0897768623663878,-0.000395091197265793
2371,8.10136087171828e-07,-1.16986576913885e-06,9.03347290652617e-06,-3.91204651000145e-06,8.18988396935654e-05,-1.24834142681702e-05,0.000938573887383293,-3.99883981425695e-05,0.0898626904633103,-0.000391676599451426
2372,8.11000917404533e-07,-1.14163571555722e-06,9.04322339905953e-06,-3.81751712399462e-06,8.19905498374541e-05,-1.21950064104559e-05,0.000939642360303301,-3.90074184853181e-05,0.0899580072031646,-0.000382286480603695
2373,8.11551294170836e-07,-1.13756510941993e-06,9.04961629154402e-06,-3.80645336955663e-06,8.20521568085483e-05,-1.21743168683247e-05,0.000940346023354788,-3.884362741897e-05,0.090017850316131,-0.000380804382409159
2374,8.12223024114019e-07,-1.13635676772913e-06,9.05714122150831e-06,-3.79965674855037e-06,8.21174004204257e-05,-1.21229784464667e-05,0.000940941970866992,-3.8367335528116e-05,0.0900920250451552,-0.0003805022660288
2375,8.13035755001914e-07,-1.14870633574665e-06,9.06638650273272e-06,-3.8439854698947e-06,8.22056831947187e-05,-1.22834252560318e-05,0.000941946879940207,-3.90500929211362e-05,0.0901813974054169,-0.000384482953956656
2376,8.13459053545588e-07,-1.1484659181103e-06,9.07117317828603e-06,-3.84412728087633e-06,8.22523642806744e-05,-1.22873075073906e-05,0.000942570514653182,-3.91608111767353e-05,0.09022806857013,-0.000384360390808992
2377,8.13987224786939e-07,-1.14210323262575e-06,9.07714896662302e-06,-3.82291457098033e-06,8.23090444514456e-05,-1.22225878913028e-05,0.000943222694237676,-3.90309149680913e-05,0.0902862956994897,-0.000382236365401059
2378,8.14306551328981e-07,-1.13937623091374e-06,9.08065783593793e-06,-3.81494093090067e-06,8.23396119372444e-05,-1.22098194006607e-05,0.000943594921200092,-3.9064842434672e-05,0.0903219275938438,-0.00038128117414132
2379,8.14685285528347e-07,-1.1407174480811e-06,9.08491883307555e-06,-3.81959507217742e-06,8.23787585855582e-05,-1.22274432129678e-05,0.000944087186819062,-3.92649759534047e-05,0.0903637284929842,-0.000381726672885785
2380,8.15105852592055e-07,-1.14051012088919e-06,9.08952157220011e-06,-3.81786990649833e-06,8.24183220139744e-05,-1.22111660351175e-05,0.000944736524540426,-3.9309799160688e-05,0.0904108423132611,-0.000381702742819553
2381,8.15306300886684e-07,-1.13525757529735e-06,9.09177446587469e-06,-3.79861348406129e-06,8.24391434441717e-05,-1.21357353424583e-05,0.000945025534813877,-3.88853970365879e-05,0.0904330182781352,-0.000380019939904222
2382,8.15480532121441e-07,-1.12136226278944e-06,9.09380272374931e-06,-3.75279476079621e-06,8.24602115879688e-05,-1.19984705183066e-05,0.000945248036760724,-3.8624999526151e-05,0.0904519409887826,-0.000375369615357656
2383,8.15875687629742e-07,-1.13098863843982e-06,9.09820401125795e-06,-3.78479738072403e-06,8.25000897692221e-05,-1.2093393542999e-05,0.000945678325098633,-3.88956228963589e-05,0.0904957909377012,-0.00037858098501203
2384,8.16353687157489e-07,-1.13236573468057e-06,9.1036744351982e-06,-3.78718242398887e-06,8.25522868579904e-05,-1.20860889415339e-05,0.000946365104715822,-3.87744195213783e-05,0.0905482370167396,-0.000379133042843782
2385,8.1677198108987e-07,-1.13359220106499e-06,9.10843609875919e-06,-3.78820085470727e-06,8.26001589040591e-05,-1.20508925652879e-05,0.000947075402077403,-3.85157384791326e-05,0.0905942993680727,-0.000379660725589278
2386,8.17067033123784e-07,-1.14427639529175e-06,9.11173620716038e-06,-3.8258376203898e-06,8.26307635851527e-05,-1.21872478633879e-05,0.000947540412469569,-3.93058848807453e-05,0.0906273255310872,-0.000383192067715757
2387,8.17525821134299e-07,-1.1588227874284e-06,9.1168428373668e-06,-3.87358317492264e-06,8.26771109478723e-05,-1.23266530313253e-05,0.000948156196951098,-3.99130916305171e-05,0.0906782359238331,-0.000388076581814334
2388,8.18148401703983e-07,-1.18784001355215e-06,9.12366752366652e-06,-3.9729328367803e-06,8.27363436448627e-05,-1.26424170504904e-05,0.00094880353340124,-4.11277255403269e-05,0.0907477811689743,-0.00039762174790941
2389,8.1860473975058e-07,-1.21594052046413e-06,9.1288814418979e-06,-4.06773523028785e-06,8.27859879189338e-05,-1.29294211978939e-05,0.00094926360488049,-4.20469144808436e-05,0.0907978888926577,-0.00040694320121992
2390,8.18625645174141e-07,-1.17969882296564e-06,9.12874931056041e-06,-3.94362608356479e-06,8.27763030422124e-05,-1.25244914177086e-05,0.000949633579088239,-4.09490276388662e-05,0.0908022281589345,-0.000394982511971318
2391,8.1913568380655e-07,-1.18496160647934e-06,9.13462011629777e-06,-3.96021281994066e-06,8.2833742473531e-05,-1.2576063216057e-05,0.000950492264969971,-4.13102763629604e-05,0.0908580720432299,-0.000396829111472369
2392,8.19597984017632e-07,-1.16231105006787e-06,9.13981338095416e-06,-3.88305467846921e-06,8.28842366135049e-05,-1.23331489290486e-05,0.00095106261870275,-4.03513742467453e-05,0.0909092214276415,-0.000389353798709935
2393,8.2001576463953e-07,-1.15982552616599e-06,9.14432053273039e-06,-3.8729067804228e-06,8.2920990590166e-05,-1.22845049278557e-05,0.000951386611220776,-3.99671665020122e-05,0.090956056302251,-0.000388601428935688
2394,8.20721815792447e-07,-1.15002299937451e-06,9.15226133278777e-06,-3.83850484156321e-06,8.29944325426222e-05,-1.21695364258367e-05,0.000952118885024263,-3.94339778120909e-05,0.091034077138991,-0.000385413370814099
2395,8.21148271186277e-07,-1.16563008427074e-06,9.15663457961103e-06,-3.89106612527078e-06,8.30264793432758e-05,-1.23276292682935e-05,0.000952613568265092,-3.98913433131049e-05,0.0910831531799831,-0.000390614014270959
2396,8.21584351967886e-07,-1.17113551000276e-06,9.16150929463452e-06,-3.90767384672474e-06,8.30638723193501e-05,-1.2371906327722e-05,0.000952921634008818,-3.98530838210949e-05,0.0911315308717525,-0.000392520151028744
2397,8.21856439456219e-07,-1.1825572063071e-06,9.16466539595236e-06,-3.94821133331107e-06,8.31015637084087e-05,-1.25071554623664e-05,0.000953615944514424,-4.06066206028839e-05,0.0911613321933935,-0.000396224263932695
2398,8.22491021348948e-07,-1.2056360964614e-06,9.17189169903324e-06,-4.0257301339113e-06,8.31718527803417e-05,-1.27439488256074e-05,0.000954773537419188,-4.1960306889551e-05,0.0912311008309181,-0.000403892033754969
2399,8.23110346236251e-07,-1.19425103741934e-06,9.17892225299373e-06,-3.98809762734601e-06,8.32388847734707e-05,-1.26340101173262e-05,0.000955696407274489,-4.17891192840933e-05,0.0912993078401864,-0.000400087534576591
2400,8.23679673166538e-07,-1.18133008302996e-06,9.18517924128798e-06,-3.94654948800715e-06,8.32922436419155e-05,-1.25217155548922e-05,0.000955982020673129,-4.13406004656928e-05,0.0913626373329859,-0.000395704320862865
2401,8.23994865965874e-07,-1.16514850560676e-06,9.18855780131659e-06,-3.89265320723348e-06,8.33196033009803e-05,-1.23586631260922e-05,0.00095618669746688,-4.07171092075663e-05,0.0913981892127778,-0.000390310538259271
2402,8.24252460739101e-07,-1.17274585389108e-06,9.1913849542962e-06,-3.91781358668687e-06,8.33443346192183e-05,-1.2435204217211e-05,0.000956468495183336,-4.10763249206719e-05,0.0914271594446569,-0.000392875593167095
2403,8.24759968820887e-07,-1.17113706955024e-06,9.19663969697409e-06,-3.90969307676979e-06,8.33843085672534e-05,-1.23969077402121e-05,0.00095685001088559,-4.089014038491e-05,0.0914847575858494,-0.000392418994555808
2404,8.25155593412367e-07,-1.16577292552981e-06,9.20104025793963e-06,-3.89386831074886e-06,8.34223549658044e-05,-1.23564815344458e-05,0.000957299637169521,-4.07976850675884e-05,0.0915286175897946,-0.000390531183054278
