t,VarX_0.1,meanX_0.1,VarX_0.3,meanX_0.3,VarX_1,meanX_1,VarX_3,meanX_3,VarA1,meanA1
230,0.000145117264372658,8.95068575994003e-06,0.00138430818364696,3.13614225972185e-05,0.0188434162079096,0.000184265584150052,0.291590574242885,-4.33679568824451e-05,0.0140684357516506,8.54599170324288e-05
231,0.000145689982766747,8.84080640074497e-06,0.00138998971708975,3.03817133031893e-05,0.0189326122335838,0.000177247752014027,0.292696570133314,-8.46359905458941e-05,0.0141220164095977,8.48564281934545e-05
232,0.000146150910279786,8.95920473538511e-06,0.00139468323454297,3.0357314597299e-05,0.0190004365474512,0.00016676297404683,0.294003170582804,-0.000115620774396542,0.0141669623392192,8.66379275217109e-05
233,0.00014675854106792,8.38208323673348e-06,0.00140036141998392,2.80385852468346e-05,0.0190787963926782,0.000156158697523935,0.295424654589128,-9.96449404585924e-05,0.0142270813101882,8.19851708405894e-05
234,0.000147503174960866,8.44071801885861e-06,0.00140725555121485,2.77326648597255e-05,0.0191646752975008,0.000153046388904123,0.296474166377534,-7.32867137947974e-05,0.0142993862231027,8.31815221856965e-05
235,0.000148258406984358,8.18791892335677e-06,0.00141389785560374,2.69481625880254e-05,0.0192529503812547,0.000146556265977148,0.29750436824467,-0.00010526491920392,0.0143754875244231,8.07394214440958e-05
236,0.000148968909082183,8.32594688002931e-06,0.00142053458450942,2.77387398364003e-05,0.0193279472757428,0.000142455260910437,0.298878186194125,-9.73957422069535e-05,0.0144457866987256,8.15719392163348e-05
237,0.00014968449691613,8.60095324377469e-06,0.00142673511301749,2.88665901391586e-05,0.0194081542466188,0.000142089193087784,0.300282785494917,-6.00668365569818e-05,0.0145176887980658,8.36780248165314e-05
238,0.000150338755335432,8.70283150897068e-06,0.00143253213975797,2.89338350916081e-05,0.0194720175377188,0.00013595365749305,0.301911751395097,-9.79237187258217e-05,0.0145797067910597,8.51902247370531e-05
239,0.000150996317847501,8.64072980181081e-06,0.00143822628210102,2.82970196032612e-05,0.0195406127173324,0.000132132287460727,0.303671247041757,-0.000103650018345995,0.0146445295557742,8.51960902915284e-05
240,0.000151748582525873,8.42803865575874e-06,0.00144519775179648,2.78109459006475e-05,0.0196203271330293,0.000127758203842225,0.305823698396927,-0.000126432668908266,0.0147201920325779,8.22810786447847e-05
241,0.00015230865364527,8.33403720394887e-06,0.00144999619713648,2.72901892059404e-05,0.0197031620210924,0.000121199367070311,0.307527891207391,-0.000140652748093751,0.0147801736328679,8.10673671567984e-05
242,0.00015295341467573,8.91669790800325e-06,0.00145618770185032,2.87690961148046e-05,0.0197836093543374,0.000129246202316124,0.308962143779334,-6.64593134745188e-05,0.014839987144582,8.71994175531969e-05
243,0.000153682071556017,9.35912589307252e-06,0.00146340275382125,2.97768617991038e-05,0.0198649223549529,0.000132639267642088,0.310021226906268,-5.63153820177977e-05,0.0149068759514645,9.20352218322663e-05
244,0.000154412213674775,9.19160429030837e-06,0.00147078652544622,2.85765447512789e-05,0.0199485336901359,0.000126218474752572,0.31117932690372,-5.17134862668966e-05,0.0149755294679662,9.13675244910663e-05
245,0.000155200683800501,9.31455318669131e-06,0.00147821244183252,2.88856271986706e-05,0.0200282475337711,0.000124110788458596,0.31240783791673,-4.75078342298891e-05,0.0150528746109311,9.25092646793761e-05
246,0.000155990117324787,9.39333245618082e-06,0.0014857018337869,2.95391289935896e-05,0.0201396349960843,0.000129130134173647,0.313690652030841,-4.92877544137412e-05,0.0151311297231541,9.2973376541551e-05
247,0.000156684037600595,9.64567872539194e-06,0.0014922389158948,3.01348485088294e-05,0.0202649381965855,0.000130287924757826,0.315285349620585,-6.07790178077468e-05,0.0151987690598374,9.53319872513507e-05
248,0.00015748128010427,1.02728052202683e-05,0.00149861042880315,3.18224282115734e-05,0.020353499175698,0.000134072454095303,0.316514216155804,-3.7797464266719e-05,0.0152808488505978,0.000101294576858664
249,0.00015814614884462,1.04691124604761e-05,0.00150516024694507,3.2149908817394e-05,0.020451288779967,0.00013094419622679,0.317661767321812,-1.44703550230408e-05,0.0153439435026942,0.000103663242897958
250,0.00015896474194928,1.0427450857583e-05,0.00151272634591205,3.21819372311512e-05,0.0205662266650703,0.000131356729981798,0.319511572381905,4.83367143336677e-06,0.0154231730051085,0.000103026540095538
251,0.00015964909711518,1.0271417399384e-05,0.00151952974445868,3.1364343907307e-05,0.0206702730315834,0.00013082552430837,0.321160462886914,2.79432744466802e-05,0.0154885115469608,0.000101915836065654
252,0.000160354777338715,1.1155664124311e-05,0.0015259761560282,3.36051100145537e-05,0.0207580828479074,0.000135590570439965,0.322775674648593,4.19059116766781e-05,0.0155604355926313,0.000110727823677631
253,0.000160996223964185,1.13369543166398e-05,0.00153195992703352,3.43605186568783e-05,0.020854056300939,0.000132815567546473,0.32452877458507,6.33799650906305e-05,0.0156257609889444,0.000112398837193657
254,0.000161696558441831,1.09779153355143e-05,0.00153835130588931,3.35977535615267e-05,0.0209644575029482,0.000135164643285497,0.326079153593914,8.66812031754605e-05,0.0156981384865992,0.000108314809759961
255,0.000162253918870959,1.14048189469477e-05,0.00154376663558762,3.50091696950775e-05,0.0210708925679676,0.000143735109189738,0.327840618709494,0.000116215801895283,0.0157533892882137,0.000112007501171444
256,0.000162882058358089,1.20378081773263e-05,0.00155087534911773,3.69006188127953e-05,0.0211791923048672,0.000150513256397294,0.329569039278173,0.000123918273002752,0.0158073977403124,0.000118188996687863
257,0.000163568908633913,1.26286444686162e-05,0.00155849652327151,3.84595080584993e-05,0.0212475739035335,0.000147257617653273,0.331331797524961,9.71797906259657e-05,0.0158684414413051,0.000123875991193515
258,0.00016434810575526,1.35978238487171e-05,0.00156630429777425,4.11087005582619e-05,0.0213280758894076,0.000155247949846014,0.332630498679357,0.000111750230461948,0.0159421287158819,0.000133254495814922
259,0.000165053811859948,1.37275689017083e-05,0.00157348031322516,4.09302110793033e-05,0.0213980820840005,0.000160915821283668,0.334043923026726,0.000114415480862703,0.0160100012779943,0.000135861207273496
260,0.000165824916861451,1.26408300473686e-05,0.00158122921136529,3.77852122612753e-05,0.0214815792643705,0.000156291551960415,0.335415154916619,0.000116812743041401,0.0160821024329492,0.000125431826065754
261,0.000166417198822691,1.15252928154814e-05,0.00158739249481371,3.4581574016984e-05,0.0215782632869213,0.000148055850196112,0.337089295228886,4.46872112250224e-05,0.0161380297017598,0.000114880660580351
262,0.000167044647375767,1.15985685038283e-05,0.00159352382037619,3.50692968940401e-05,0.0216661045425144,0.000151649852905891,0.338483523332562,3.285294586921e-05,0.0161950764227956,0.000114802843840062
263,0.00016772211298518,1.19127716443956e-05,0.00159937351602906,3.64441406770905e-05,0.021759137411375,0.000161491353642386,0.340149971537795,6.72419447984234e-05,0.0162658615510982,0.000117128825716161
264,0.000168501916369225,1.21541720813815e-05,0.00160508624061067,3.69458934720938e-05,0.0218373056520028,0.000161816656147801,0.341611295799802,6.58573420051692e-05,0.016348872635739,0.000119762042284605
265,0.000169078755264866,1.13973411035591e-05,0.00161069886461655,3.50004639604032e-05,0.0219066156969287,0.000159432509480126,0.342736805709086,6.24150114853546e-05,0.0164068416583207,0.000112300636078355
266,0.000169629556227216,1.1343718457766e-05,0.00161604001832871,3.46542764574662e-05,0.0219928496461237,0.000158004719319064,0.343767601080337,9.25567707145088e-05,0.0164625164083759,0.000112015936489136
267,0.000170145739697193,1.17353638062534e-05,0.00162051561303086,3.61104738552445e-05,0.0220546290228722,0.000160591838792791,0.345258682417397,9.49362014596877e-05,0.0165173813671778,0.000115528776082147
268,0.000170665343107498,1.17722126297702e-05,0.00162569293961807,3.63369218652562e-05,0.0221081764844114,0.000168362207357045,0.346531061210164,0.000101555043951768,0.0165715744351044,0.000116141004366674
269,0.000171179670039155,1.20520691181611e-05,0.00163108555502076,3.64891173492493e-05,0.0221794539190312,0.000161672204417411,0.348108559187322,8.68539825343755e-05,0.0166249501525563,0.000120006724019712
270,0.000171802165741619,1.15410070159219e-05,0.00163674934342418,3.49742149241566e-05,0.0222745812099236,0.000158774708896263,0.349643473549755,0.000116361765177595,0.0166878504276343,0.000114921724607354
271,0.000172168522992555,1.12022217046233e-05,0.00164027394267713,3.49834739642822e-05,0.0223709229768491,0.000165239245768265,0.351097147217925,0.000139718924200389,0.0167279983655076,0.000110080823602377
272,0.000172822853726416,1.12164455856952e-05,0.00164622659547728,3.44907379206934e-05,0.0224510621555802,0.000164740580337279,0.352744321453887,0.000172317001786561,0.0167929358195382,0.000110638386333668
273,0.000173479966908568,1.16087297713121e-05,0.00165229834151109,3.53764480984448e-05,0.0225354460744295,0.000171662121713243,0.354077601100319,0.000223963342515541,0.0168613351234816,0.000115048669951138
274,0.000174221304996231,1.10481092858789e-05,0.0016594732968758,3.31887821252323e-05,0.0226148499289183,0.000169797902795862,0.355243754709604,0.000272250345153068,0.0169360308199457,0.000110221407971146
275,0.000174984467331185,1.0103916074055e-05,0.00166670852865584,2.92213897794986e-05,0.0226900652302022,0.000161984961700611,0.356449876917824,0.000294621954474994,0.0170109700216089,0.000102280985226263
276,0.000175577044751471,9.63845122738439e-06,0.00167295543239546,2.76803978840081e-05,0.022766198637845,0.000165048471348925,0.357745862559048,0.000333294997065923,0.0170645148594211,9.77769352990717e-05
277,0.000176286981626239,9.10340349038777e-06,0.00167932772033339,2.64579262361965e-05,0.022847020396304,0.000169945314820477,0.358769071221196,0.00037038432656167,0.0171325914121261,9.19092499960657e-05
278,0.000177037897333145,8.60766229869371e-06,0.00168616415772538,2.53069515878131e-05,0.0229409979923543,0.00017378819535387,0.359752555540713,0.000351414220394329,0.0172012157647854,8.69118239714983e-05
279,0.000177775019171576,8.96234678608767e-06,0.00169200411235636,2.69354764140517e-05,0.0230294940486924,0.000184367934891851,0.360921239836926,0.000376439492587169,0.017279249786069,8.94806431519502e-05
280,0.000178372270259096,9.1919895631511e-06,0.0016978875594276,2.78462306326551e-05,0.0231309517975605,0.000189395544519899,0.362294919027122,0.000411450077969165,0.0173409949914066,9.15694951931194e-05
281,0.000179006011864057,9.06957553447395e-06,0.00170402211975836,2.80014249719663e-05,0.0232511599022103,0.000189128791266842,0.364114944564359,0.000418242965076118,0.0174028637283675,8.93094153700882e-05
282,0.000179556102399757,8.69326777456128e-06,0.00170994592391878,2.79283709618421e-05,0.0233586903825805,0.000191967814839405,0.366259292465724,0.000457482469943775,0.0174557327639402,8.37205278383078e-05
283,0.000180250859402946,8.41896618037452e-06,0.00171695112298639,2.69593967129962e-05,0.0234557011455176,0.000181655137527006,0.367665019381152,0.000456957129092557,0.0175206771571289,8.12219702728748e-05
284,0.000180907525441893,8.52844117475914e-06,0.00172357028513808,2.75119452702975e-05,0.0235343048146387,0.000185269083910683,0.36916926337155,0.000505299892437957,0.0175846495166357,8.2689882339511e-05
285,0.000181418558617333,8.22523887527754e-06,0.00172869951290344,2.66120561760885e-05,0.0236193845795498,0.000173720823599575,0.370884845495815,0.000482285450099294,0.0176327276235109,8.01072605724832e-05
286,0.000181827308296804,7.4329358312197e-06,0.00173263221352907,2.39475154477795e-05,0.0237112384704516,0.000163523672347905,0.372214644150493,0.000504411816056909,0.0176749137799212,7.28256036082788e-05
287,0.000182209317476523,6.36963717565579e-06,0.00173698097652352,2.07725023463079e-05,0.0237974628929375,0.000156153381362813,0.374048958430196,0.000513899414748584,0.0177103271929588,6.1844608434314e-05
288,0.000182715371018152,6.01352990933878e-06,0.00174242447394412,1.96858429182118e-05,0.0238958137702904,0.000154990456937586,0.37583037514582,0.000518895095222015,0.0177572975519091,5.81195552172954e-05
289,0.000183325159225596,5.68823266648558e-06,0.00174845303648716,1.83563850567685e-05,0.0239661085943387,0.00015293282008589,0.377053334394741,0.00048137057773686,0.0178121548247271,5.56818202200827e-05
290,0.000183943144130795,4.75494913081968e-06,0.0017535553848009,1.60206551693458e-05,0.0240251908997721,0.000147063681041493,0.378645998118395,0.000458602133206152,0.0178717725333941,4.56863262121547e-05
291,0.000184487956609136,4.52091223534064e-06,0.00175909917461365,1.54694896918366e-05,0.0241013645755967,0.000149779919385787,0.379503755664817,0.000457116006166225,0.0179215726002273,4.31260200188295e-05
292,0.000185102156700539,4.32098970497837e-06,0.00176497777889531,1.5402318898497e-05,0.0241961219652482,0.000151709044253619,0.380566620803285,0.000465786924351788,0.0179794958853962,4.04745965690254e-05
293,0.000185713098159445,4.84261746851752e-06,0.00177180378030714,1.73097586105195e-05,0.0242901985773163,0.000162843914832143,0.382249164385054,0.000437008737391164,0.0180338313759297,4.50152915545325e-05
294,0.000186386095301193,5.66631124348733e-06,0.00177876736181901,2.05026833168307e-05,0.024408796886904,0.000174451100300513,0.384042310481212,0.000471264817242736,0.0180977895426486,5.22791481529778e-05
295,0.000186994062207052,5.95925780258245e-06,0.0017843329343954,2.12050134487228e-05,0.0245127739999597,0.00017760590650267,0.385011425020117,0.000503690782227115,0.0181601353467281,5.54102284861366e-05
296,0.000187505922667582,5.83252622649859e-06,0.00178969596102916,2.03522286427153e-05,0.0245973028420889,0.000173517025451729,0.386451486495725,0.000500609965778213,0.0182122353646411,5.48665872841656e-05
297,0.000188339859064288,5.73495427340015e-06,0.00179764316171176,2.00977166562418e-05,0.0246856319508401,0.000175325004159376,0.388309428588708,0.000491664772613086,0.0182917811380782,5.35474983355225e-05
298,0.000189207216810029,5.16570397651737e-06,0.00180548312869695,1.87398268200456e-05,0.0247828404093817,0.000175007370128983,0.389585488034096,0.000500519936978739,0.0183762690834297,4.75499525121407e-05
299,0.00019006733867251,4.3365304205978e-06,0.00181237918943344,1.66269288229315e-05,0.0248794310682684,0.000175932683183074,0.390902999130123,0.000478346969878931,0.0184646778921332,3.88999479745216e-05
300,0.000190573266361499,4.23683044165871e-06,0.00181640910754505,1.66788905014957e-05,0.0249870862253085,0.000184228948370408,0.39266393833088,0.000468541944790526,0.0185179297535682,3.74244755897632e-05
301,0.000190988164235403,4.064593562499e-06,0.00181965260974497,1.63763267368136e-05,0.0250484131163499,0.000188226634130574,0.394002387907575,0.000467559797378946,0.0185647270400503,3.58022472892802e-05
302,0.00019142232436897,3.89593913184943e-06,0.00182374163609214,1.61360313595304e-05,0.0250969567053669,0.000184251283220809,0.395297907231412,0.000487472301370937,0.0186101478485884,3.37794606166839e-05
303,0.000191938701130536,4.01805601851692e-06,0.00182830627517376,1.62846625716065e-05,0.025179454848246,0.000182526669762868,0.396862492429614,0.000449632012180994,0.0186647882211426,3.49816851664984e-05
304,0.000192518474962545,4.37569600369443e-06,0.00183347469363106,1.79271627270985e-05,0.0252751140001795,0.000191198049446385,0.397889090467987,0.000490411687987589,0.0187250364183729,3.77898290595823e-05
305,0.000193221429694128,5.4937599359204e-06,0.00184033419212324,2.14108079903072e-05,0.0253516715841355,0.000201539898052467,0.399069446689885,0.000532126920009262,0.0187922150708033,4.78788140661259e-05
306,0.000193815390817282,5.54660262720397e-06,0.00184686146915546,2.11978540018457e-05,0.0254428840220314,0.00020230877630902,0.399933262027174,0.000518365552220729,0.0188457690910778,4.88581282699348e-05
307,0.000194661647817526,5.35295571042527e-06,0.00185450807901297,2.05131163756362e-05,0.0255079621100418,0.000195728403916533,0.400806101520308,0.000494806375045207,0.0189255757366693,4.6692224793211e-05
308,0.000195264753958454,4.94230526341745e-06,0.00185974404440934,1.96340021638234e-05,0.0255689292563476,0.000188045241343537,0.402300285860088,0.000457410346663175,0.0189849012660943,4.15653763593358e-05
309,0.000195794363906389,4.67842573256283e-06,0.00186553666082087,1.91560573002426e-05,0.0256556924408437,0.000182952863786692,0.404095708077401,0.000409639772800297,0.0190345635149294,3.89230070561742e-05
310,0.000196633674735924,4.84042565976971e-06,0.0018742235991693,1.98203831912018e-05,0.0257456883203856,0.000187310451060066,0.406279469526623,0.000369517701335543,0.0191088559315486,4.02570041411135e-05
311,0.0001973681386943,5.56913944208693e-06,0.00188127984066346,2.14940267538902e-05,0.0258452590231932,0.000188029892876873,0.407899509288246,0.00040006686789504,0.0191808992969787,4.83490466913415e-05
312,0.000198030248046602,6.20072595880317e-06,0.00188638874550451,2.38777768101229e-05,0.0259139174211992,0.000196054499008964,0.409528939984086,0.000405020708103193,0.019250895735534,5.40729908955579e-05
313,0.000198507369833502,6.94123122086854e-06,0.00188974806285906,2.62636298523633e-05,0.0259806713381978,0.000207447124831286,0.411589241468771,0.000440491345842884,0.0193051589727776,6.08959141889664e-05
314,0.000199015531410509,6.86135356984987e-06,0.00189437826888723,2.56353270123138e-05,0.0260532706954028,0.000209829548229714,0.413438628550458,0.0004613550678701,0.0193562044514143,6.08549612295152e-05
315,0.000199537471329179,6.15897709509984e-06,0.00189926916110479,2.44267056470385e-05,0.0261321754281842,0.000215852121121424,0.414832638889019,0.000520996787151473,0.0194082489547281,5.32463252261845e-05
316,0.000200138081558726,6.33557533989949e-06,0.00190467047942998,2.56362836529385e-05,0.0261967915433275,0.000228480289023586,0.416036638084896,0.0005910223212363,0.0194658051675059,5.44475854449565e-05
317,0.000200679132992885,6.35346456804281e-06,0.00190979243793701,2.55377161089912e-05,0.0262816697184699,0.00022849666067317,0.417441470602384,0.000629597335230586,0.0195200203977779,5.52648117474103e-05
318,0.000201331340270502,6.98545011423354e-06,0.00191575312646563,2.69784516292831e-05,0.0263562403816396,0.000234464565521065,0.418877934758038,0.000662750204098852,0.0195870127030944,6.21183172171125e-05
319,0.000201854898183988,7.71710706672995e-06,0.00192113913269412,2.89802768086706e-05,0.0264376874760897,0.000246994229817129,0.419631068929407,0.000684990108255127,0.0196364480438235,6.98224091253207e-05
320,0.000202420267492969,8.45699797729967e-06,0.0019266225022084,3.13358981470774e-05,0.0265324284279803,0.00025961190570369,0.420522228667871,0.000718297792312456,0.0196933405336181,7.7356587911475e-05
321,0.00020306385774099,8.9471451861902e-06,0.00193236313094083,3.25905101989431e-05,0.0266237897547419,0.000268233481555373,0.422105672812892,0.000734809824816327,0.0197569613610832,8.40835116960511e-05
322,0.000203913818122469,8.746049386039e-06,0.00194032750646886,3.19823108863534e-05,0.0267107585625739,0.000268376599067978,0.423561772107501,0.000763184327052664,0.0198424707774299,8.21036734544551e-05
323,0.000204849324963316,8.89040071637899e-06,0.00194910703499055,3.27835160872408e-05,0.0267883911985832,0.000269086217133017,0.424884488302667,0.000708601588461888,0.0199341454389083,8.27774004698806e-05
324,0.000205582456548755,9.53169348736765e-06,0.00195525709475439,3.42173285190959e-05,0.0268663702225311,0.000267635975499213,0.426587309438208,0.00071710044146971,0.0200096662292104,8.97714298924293e-05
325,0.000206459770409691,1.00941040991877e-05,0.00196251635830352,3.58781687211736e-05,0.0269543398798511,0.000275131951043585,0.428110752983172,0.000707521224617584,0.0201011601057794,9.5428890636672e-05
326,0.000207008601871861,8.95652989694933e-06,0.00196822353367802,3.24547261133732e-05,0.0270255261788731,0.000264147649504004,0.429743704323024,0.000677118150196474,0.0201553075721147,8.40796376456223e-05
327,0.000207730445896055,9.67776580458588e-06,0.00197451188993815,3.50247903456532e-05,0.0271078575810242,0.00027244851662497,0.431136453515643,0.000653656121049219,0.0202266309290862,9.05844239149305e-05
328,0.000208373104666782,1.02028264516325e-05,0.00198022806440253,3.59817551047458e-05,0.0271825234099774,0.000274926134456836,0.432485128861733,0.000654208525537923,0.0202904829044468,9.60004586115442e-05
329,0.000209034960874918,1.08560676920209e-05,0.00198634063079067,3.72261825187026e-05,0.0272591247086299,0.000279235280430004,0.433553672511729,0.000652213011731442,0.0203549206440299,0.000103814502798786
330,0.000209625286259003,1.14809285216512e-05,0.00199243717422772,3.84714726825014e-05,0.0273536018837091,0.000276774011155689,0.435244602056491,0.000656605000787361,0.0204110498552157,0.000111719061865905
331,0.000209965690649941,1.09746317869887e-05,0.00199656309212757,3.67608612094266e-05,0.0274564656652126,0.000270184702323207,0.436661542220034,0.000664306315893903,0.0204417306557286,0.00010706162358905
332,0.0002104541767077,1.00972201004951e-05,0.00200125253951404,3.39020066175136e-05,0.0275413314011484,0.000272775363546613,0.43871595478395,0.00068565298288997,0.0204894526312162,9.92664507078292e-05
333,0.000210984861951238,9.75617529213543e-06,0.00200689233372289,3.31447351550186e-05,0.0276276630306834,0.000272912392227924,0.440492967614569,0.000654087804693112,0.0205397827084801,9.52692019626678e-05
334,0.000211590344657917,9.64140960061446e-06,0.00201287127600584,3.2736126883057e-05,0.0276905684265821,0.000270253994681794,0.442334674816285,0.00064509361272332,0.0205982283876762,9.43277248204653e-05
335,0.000212088860855817,9.90013364783069e-06,0.00201765093925939,3.38952037921308e-05,0.0277535540793534,0.000274958409037823,0.443336527943707,0.000699970266222634,0.0206480863889896,9.65053966286536e-05
336,0.000212813844443343,9.60719616923851e-06,0.00202477254294424,3.28101532947104e-05,0.0278239231451386,0.000269462577139935,0.444516222071223,0.000685571906477995,0.0207178171821543,9.35849846169697e-05
337,0.000213331676859663,9.19030674036767e-06,0.00203092725682763,3.02912017984267e-05,0.0279350422509052,0.000253674189934807,0.445750975844508,0.000685357951399447,0.0207654342389508,9.09816425014341e-05
338,0.000213813376844721,8.59118760869094e-06,0.00203712406603761,2.79439083434989e-05,0.0280327395201867,0.000246515422737581,0.446522882791836,0.000716464373063175,0.0208082677324014,8.51150577084331e-05
339,0.000214201430449066,8.85126839839599e-06,0.00204222801244852,2.94680556378098e-05,0.0281291094876839,0.00025745683322026,0.448019381084747,0.000708209166050105,0.0208440564012777,8.62910557886452e-05
340,0.000214790415456984,9.39261931945966e-06,0.00204951889372242,3.15592072986458e-05,0.028240605801972,0.000261436206705509,0.449264915183996,0.0006493002111297,0.0208990468257681,9.0892807437803e-05
341,0.000215323484802937,9.81748813859169e-06,0.00205656889544889,3.31735202797472e-05,0.0283469355697325,0.000264452787645382,0.450499119976721,0.000571063794622476,0.0209459074123302,9.45284002756664e-05
342,0.000215952300773691,1.05871427407958e-05,0.00206305661558521,3.54655735096825e-05,0.0284524368387865,0.000270953996980402,0.451521610820276,0.000543201069832617,0.0210038348405536,0.000101835111794529
343,0.000216556986892393,1.12199709914548e-05,0.00206880648329381,3.74299936752067e-05,0.0285412002200409,0.000278089709930392,0.452989575700859,0.00056505910734624,0.0210632619676797,0.000107956741467343
344,0.000217147644559975,1.16786647221935e-05,0.00207563638191086,3.83549525130059e-05,0.0286155807072566,0.000274150970204418,0.454600461839767,0.000582178310265514,0.0211158781116896,0.000112622505564965
345,0.000217769372381408,1.2046863618203e-05,0.00208271746525763,3.9280904494842e-05,0.0286651452936926,0.000269013216224117,0.456246694860267,0.000549196619771408,0.0211735058744558,0.00011651939541876
346,0.00021850901012531,1.17730214124622e-05,0.0020898888429493,3.8584038287957e-05,0.0287361503649436,0.000254891287925715,0.457942291070202,0.000520632235181155,0.02124260963825,0.000114350215105489
347,0.000219025167518104,1.19037456183874e-05,0.00209567545915874,3.91459732499362e-05,0.0288214984745974,0.00025221488897525,0.459003574483619,0.000504095541172486,0.0212901286247085,0.000115279715918242
348,0.000219679142856404,1.33661487083425e-05,0.00210174197524186,4.41611552509736e-05,0.0289005802259024,0.000267381662811128,0.46044217259448,0.000541565151931779,0.0213560668881758,0.000128375144332063
349,0.000220255160354958,1.40826199432184e-05,0.0021075868255192,4.66894034620414e-05,0.028991000078819,0.000267419730234451,0.462403147709401,0.000566285064270365,0.0214139402820712,0.000134737796399956
350,0.000220822767348647,1.4223036950069e-05,0.00211284347009934,4.70761933400076e-05,0.0290950197832998,0.000272691852989375,0.464581500724933,0.000555032503868785,0.0214696626987882,0.000135881281001129
351,0.000221529321406462,1.45766544030212e-05,0.00211901714223421,4.79103148653266e-05,0.0291769006914827,0.000278830026587156,0.465974293291747,0.000585434962627027,0.0215372924505024,0.000139163123676907
352,0.000222034271280593,1.44146481045987e-05,0.00212417828459863,4.7468089725621e-05,0.0292659436767752,0.000281364714763848,0.46747177813143,0.0005942096530904,0.02158702698924,0.000137450508215693
353,0.000222538070668221,1.49903636228209e-05,0.00212912272613317,4.90052360368148e-05,0.0293612197357782,0.000284724778283556,0.469186104797577,0.000565122045774525,0.0216383764071363,0.000143059743014875
354,0.000223262409479383,1.56663211771341e-05,0.00213671802417153,5.11488219535936e-05,0.0294321951089096,0.000291683541074937,0.470287862255883,0.000555536346860109,0.0217049671830514,0.000149343844847162
355,0.000223858309966699,1.54659903889558e-05,0.00214298269795333,5.02847825270871e-05,0.0294872545782787,0.000294096696016096,0.471375566329997,0.000576083575122105,0.0217626940025971,0.000147882857246507
356,0.000224289605698563,1.54628540710728e-05,0.00214837791539236,4.9838960116876e-05,0.0295820657000753,0.000287046887528987,0.472427525053308,0.000588895139380161,0.0218007270185384,0.000148529270033892
357,0.000224897585719874,1.55712402383525e-05,0.00215515330251332,5.04538245788293e-05,0.0296880371106197,0.000287458353318343,0.473913395504438,0.000595338561552901,0.02185566522414,0.000149170549097716
358,0.000225547504010335,1.50849069957367e-05,0.00216184411475468,4.95546165472135e-05,0.0297492851013046,0.00028805130005863,0.475557846798202,0.000556575703895954,0.0219197089091382,0.000144025215153111
359,0.000226271003331801,1.48945430628293e-05,0.00216907516049565,4.91921287283271e-05,0.029861213605999,0.000284194002970346,0.47744839912891,0.000585572773911179,0.0219902782719415,0.000142046145386273
360,0.000226973584097983,1.40709557943394e-05,0.00217651990239754,4.67051310202571e-05,0.0300119687420179,0.000272388574293773,0.478548393917412,0.000554319461451409,0.0220521319846769,0.000133993401214573
361,0.000227761621069115,1.298252884192e-05,0.00218489690994876,4.35688801572136e-05,0.0301288923648853,0.000262298263046737,0.480129166420124,0.000591976894564015,0.0221242763054526,0.000122947705614536
362,0.000228515428974815,1.15814452215122e-05,0.00219263113815528,4.02954709726219e-05,0.0302209659275089,0.000260847556626023,0.482055829321361,0.00055864650999442,0.0221936895828576,0.000108516695094175
363,0.00022935641539522,1.11580598478547e-05,0.00219904550364227,4.00033388922413e-05,0.0302707568852925,0.000267671494051474,0.483937329155437,0.000585820097553923,0.0222814206429193,0.000103066113029532
364,0.000230114248088143,1.09334362909415e-05,0.0022060516760171,3.92057423619577e-05,0.0303534362347868,0.00026607174590451,0.485814658592342,0.000582314088563538,0.0223526400211271,0.000101590353233351
365,0.000230762784185588,1.07534517836421e-05,0.00221183499606988,3.90060829024329e-05,0.0304293277730844,0.000264652149511542,0.488060727052478,0.000563252763783341,0.0224175009408072,9.87005119256807e-05
366,0.00023129500141594,1.05304430204859e-05,0.00221672146116286,3.84154752360495e-05,0.0305113056159215,0.000258501698211886,0.489540219703219,0.000513524999852077,0.0224693504808359,9.57282242046127e-05
367,0.000231935912600894,1.07501418702151e-05,0.00222308266852751,3.8720209778046e-05,0.0305849697318149,0.000256439258354093,0.490428505779715,0.000501963629322219,0.0225285920252159,9.79149622362452e-05
368,0.000232791444000361,1.03507829166612e-05,0.00222907311907906,3.75642297461479e-05,0.0306619578970672,0.000249904921591772,0.491666853724355,0.000473445032845724,0.0226189170879733,9.35390826295361e-05
369,0.000233579949218641,1.03698446148961e-05,0.00223587868069547,3.76572777411678e-05,0.0307655022185146,0.000249103033999214,0.49303228299252,0.000482494765036359,0.0227005175199306,9.34676500760622e-05
370,0.000234369424718288,1.0893999498774e-05,0.00224280059175619,3.88325669746285e-05,0.0308219585269058,0.000251952769446432,0.494240077198337,0.000538373753826057,0.0227805186526048,9.85229861251187e-05
371,0.000235095029100086,1.12072414822401e-05,0.00224906043944717,3.9818718655789e-05,0.0308896539889614,0.000253426973644847,0.494993922258753,0.000551771199947058,0.0228548919984007,0.000101604462559109
372,0.000235884288328703,1.13826036835249e-05,0.00225552133938377,4.05538490765001e-05,0.0309834440225268,0.000251642240702,0.496023158322208,0.000480891310031062,0.0229331763435641,0.000102822308931984
373,0.000236319879946697,1.15948653332377e-05,0.00225947295235837,4.16943326752437e-05,0.0310704576986578,0.000257603556120971,0.497067936875438,0.000427074979079225,0.0229795855376537,0.000103728322992444
